,Title,Sector,Condition,Location,Type
1093,(주)도젠소프트,웹개발,"경력무관
대학(2,3년)↑",서울 서초구,정규직
1094,(주)피처링,웹디자인,"경력 2년↑
대학(2,3년)↑",서울 금천구,정규직 · 계약직
1095,(주)엔피코어,기획·전략·경영총무·법무·사무 외,"경력 1년↑
대학(2,3년)↑",서울 영등포구,정규직
1096,(주)패스트뷰,광고·카피·CF방송연출·PD·감독,"3 ~ 5년
대학(2,3년)↑",서울 강남구,정규직 · 계약직
1097,(주)자동차공학연구소,웹개발데이터베이스·DBA 외,"경력무관
대학(2,3년)↑",서울 성북구,정규직
1098,주식회사 한울로지텍,전기·전자·제어생산관리·품질관리 외,"경력무관
고졸↑",경기 안산시 단원구,정규직
1099,(주)맨파워그룹코리아,광고영업,"경력무관
학력무관",서울 관악구,파견직
1100,주식회사 씨아이엔텍,웹개발응용프로그램개발 외,"신입 · 경력
대학(2,3년)↑",서울 송파구,정규직 · 계약직
1101,(주)맨파워그룹코리아,인사·교육·노무,"경력 5년↑
대학교(4년)↑",경기 성남시 분당구,계약직 · 파견직
1102,주식회사진일인텍,생산관리·품질관리반도체·디스플레이·LCD 외,"경력무관
학력무관",경기 화성시,정규직
1103,짬뽕지존일산점,외식·식음료,"경력 5년↑
학력무관",경기 고양시 일산동구,정규직
1104,세무회계 여솔-세무사박지연,세무·회계·CPA,"1 ~ 20년
고졸↑",서울 종로구,정규직
1105,알이즈웰 주식회사,생산·제조·포장·조립,"경력무관
학력무관",충남 아산시,정규직 · 계약직
1106,(주)모온컴퍼니,캐릭터·만화·애니웹기획·PM,"경력 3년↑
학력무관",서울 마포구,정규직
1107,영호공조,생산·제조·포장·조립,"경력무관
고졸↑",경기 화성시,정규직
1108,(주)와이제이하우스,회계·재무·세무·IR,"경력무관
학력무관",경기 하남시,정규직
1109,(주)강남청담에듀,외국어·번역·통역외국어·어학원,"경력무관
대학교(4년)↑",경기 성남시 수정구,정규직
1110,(주)자동차공학연구소,응용프로그램개발,"경력무관
대학(2,3년)↑",서울 성북구,정규직
1111,주식회사 아이만그룹,학원관리·운영·상담외국어·어학원,"경력 5년↑
대학교(4년)↑",충북 청주시 흥덕구,정규직 · 계약직
1112,오브이,컨텐츠·사이트운영카메라·조명·미술,"경력무관
고졸↑",서울 마포구,정규직
1113,따뜻한컴퍼니,광고·시각디자인,"신입 · 경력
대학(2,3년)↑",서울 금천구,정규직
1114,(주)글로벌한,카메라·조명·미술,"경력무관
대학(2,3년)↑",전북 전주시 완산구,정규직 · 계약직
1115,우상건설(주),토목·조경·도시·측량안전·품질·검사·관리,"경력무관
고졸↑",서울 송파구,정규직
1116,에스테크건설(주),건축·인테리어·설계부동산·개발·경매·분양 외,"신입 · 경력
고졸↑",서울 성동구,정규직
1117,(주)선인,납품·배송·택배,"신입
고졸↑",경기 용인시 기흥구,정규직
1118,(주)커넥소,마케팅·광고·분석영업기획·관리·지원,"경력 3년↑
대학(2,3년)↑",서울 송파구,정규직
1119,(주)조이셀,일반영업영업기획·관리·지원,"경력무관
대학(2,3년)↑",서울 강남구,정규직
1120,(주)레메디아,바이오·제약·식품안경·렌즈·광학 외,"신입 · 경력
대학(2,3년)↑",서울 마포구,정규직
1121,안방 (안심방제방역),마케팅·광고·분석TM·인바운드,"경력무관
학력무관",경기 용인시 수지구,정규직 · 계약직
1122,솔빛한약국,사무보조·문서작성사무·원무·코디 외,"경력무관
고졸↑",경기 화성시,정규직
1123,한국그런포스펌프(주) 광주공장,기획·전략·경영기계·기계설비 외,"1 ~ 5년
대학교(4년)↑",광주 광산구,정규직
1124,(주)아이넷빌더,서버·네트워크·보안,"신입 · 경력
대학(2,3년)↑",서울 영등포구,정규직
1125,숨은그림성형외과,간호조무사,"경력무관
고졸↑",대전 서구,정규직
1126,(주)솔루더스,웹개발응용프로그램개발,"경력무관
대학(2,3년)↑",경기 용인시 수지구,정규직
1127,(주)건담앤컴퍼니,서버·네트워크·보안,"경력 2년↑
학력무관",서울 중구,정규직 · 계약직
1128,(주) 세이프로지스,물류·유통·운송해외영업·무역영업 외,"신입 · 경력
대학(2,3년)↑",대구 북구,정규직 · 계약직
1129,(주)맨파워그룹코리아,동영상·편집·코덱카메라·조명·미술 외,"경력무관
학력무관",서울 마포구,파견직
1130,피플콤,사무보조·문서작성마케팅·광고·분석,"경력무관
대학(2,3년)↑",서울 서초구,정규직
1131,바로세무회계사무소,회계·재무·세무·IR세무·회계·CPA,"신입 · 경력
고졸↑",서울 서초구,정규직
1132,(주)맨파워그룹코리아,물류·유통·운송영업기획·관리·지원,"경력무관
학력무관",전남 순천시,계약직
1133,(주)유니온이앤티,전기·소방·통신·설비,"경력 1년↑
대학(2,3년)↑",경기 부천시,정규직
1134,주식회사에스이케이씨,여행·관광·항공영업기획·관리·지원 외,"6 ~ 12년
대학교(4년)↑",서울 강남구,정규직
1135,리연컴퍼니,마케팅·광고·분석,"경력무관
학력무관",서울 금천구,정규직
1136,(주)경복,경영분석·컨설턴트부동산·개발·경매·분양,"경력 3년↑
대학(2,3년)↑",경기 안양시 동안구,정규직
1137,주식회사 제이엘건설,본사·관리·전산,"1 ~ 3년
고졸↑",대전 유성구,정규직
1138,(주)스타픽스,상품기획·MD회계·재무·세무·IR 외,"경력무관
학력무관",경기 용인시 처인구,정규직 · 계약직
1139,금수복국 해운대,요리·제빵사·영양사,"신입 · 경력
고졸↑",부산 해운대구,정규직
1140,(주)카마드,웹마스터·QA·테스터서버·네트워크·보안 외,"신입
학력무관",경기 용인시 수지구,정규직
1141,주식회사 오너스컴퍼니,기획·전략·경영광고영업 외,"경력무관
고졸↑",경기 고양시 일산동구,정규직
1142,(주)눈사람이노베이션,인공지능(AI)·빅데이터,"경력무관
대학(2,3년)↑",서울 강서구,정규직 · 계약직
1143,(주)퍼스트인,물류·유통·운송구매·자재·재고,"경력무관
학력무관",부산 기장군,정규직
1144,(주)패스트뷰,영업기획·관리·지원,"경력무관
대학(2,3년)↑",서울 강남구,정규직
1145,나시스 주식회사,전기·전자·제어응용프로그램개발 외,"5 ~ 20년
대학교(4년)↑",경기 성남시 중원구,정규직
1146,이엔에스영어학원,입시·보습·속셈학원학원관리·운영·상담 외,"경력무관
대학(2,3년)↑",경기 성남시 분당구,정규직 · 계약직
1147,다함하비오(주),요리·제빵사·영양사마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 송파구,정규직 · 계약직
1148,(주)원어나더,인사·교육·노무,"2 ~ 5년
학력무관",서울 노원구,정규직
1149,한일화학(주),화학·에너지,"경력무관
학력무관",경기 시흥시,정규직
1150,(주)건물과사람들,회계·재무·세무·IR,"경력 10년↑
대학교(4년)↑",서울 서초구,정규직
1151,스포츠팍테크,응용프로그램개발하드웨어·소프트웨어,"경력무관
학력무관",부산 강서구,정규직
1152,디스페이스,그래픽디자인·CG,"신입 · 경력
대학(2,3년)↑",경기 안산시 단원구,정규직
1153,연세현대재활의학과의원,간호조무사,"경력무관
학력무관",서울 금천구,정규직
1154,(주)이닉스정호,생산·제조·포장·조립,"경력무관
고졸↑",경남 김해시,정규직 · 계약직
1155,테일러룸스,의류·패션·잡화디자인,"경력무관
학력무관",서울 강남구,정규직
1156,플랜에이미디어,홍보·PR·사보,"신입 · 경력
학력무관",서울 양천구,정규직
1157,(주)대유푸드,생산관리·품질관리바이오·제약·식품 외,"경력 3년↑
대학(2,3년)↑",충북 청주시 흥덕구,정규직
1158,(주)익스트러스,IT·솔루션영업,"신입 · 경력
학력무관",서울 구로구,정규직
1159,빅마운트앤컴퍼니,물류·유통·운송해외영업·무역영업 외,"경력무관
학력무관",경기 부천시,정규직
1160,(주)맨파워그룹코리아,작가·시나리오기자 외,"경력무관
학력무관",서울 마포구,파견직
1161,(주)서빅,물류·유통·운송중장비·화물,"경력 1년↑
학력무관",경기 안성시,계약직
1162,(주)에코라이프밸런스,물류·유통·운송납품·배송·택배 외,"경력무관
학력무관",경기 시흥시,정규직
1163,(주)불타는놀이터,마케팅·광고·분석,"신입 · 경력
대학(2,3년)↑",서울 관악구,정규직
1164,리연의원,미용·피부관리·애견간호조무사,"경력 2년↑
고졸↑",서울 강서구,정규직
1165,동감,요리·제빵사·영양사,"1 ~ 3년
고졸↑",서울 종로구,정규직
1166,(주)피알원,홍보·PR·사보그래픽디자인·CG 외,"신입
대학교(4년)↑",서울 서대문구,정규직 · 인턴직
1167,세무법인 스타택스,세무·회계·CPA,"경력 4년↑
대학(2,3년)↑",서울 성동구,정규직
1168,(주)퍼니코,고객센터·CS,"신입 · 경력
고졸↑",경기 의정부시,정규직
1169,(주)스토리앤미디어,홍보·PR·사보사무보조·문서작성 외,"신입
대학교(4년)↑",서울 강남구,정규직
1170,(주)보티,전기·전자·제어응용프로그램개발 외,"경력무관
대학(2,3년)↑",세종 세종특별자치시,정규직
1171,(주)해온커뮤니티,홍보·PR·사보마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 영등포구,정규직
1172,강서SLP영어어학학당,외국어·어학원,"경력 1년↑
대학교(4년)↑",서울 강서구,정규직
1173,(주)위즈컴바인,생산관리·품질관리반도체·디스플레이·LCD 외,"경력무관
학력무관",경기 평택시,정규직
1174,JNC마케팅,마케팅·광고·분석,"경력무관
학력무관",대전 서구,정규직
1175,주식회사 리뷰라이크,광고영업영업기획·관리·지원 외,"경력무관
학력무관",서울 성북구,정규직 · 계약직
1176,제라(주),섬유·의류·패션,"경력무관
학력무관",대구 서구,정규직
1177,(주)이엠텍,AS·서비스·수리기술영업,"경력무관
학력무관",충북 진천군,정규직
1178,스탁인베스트코리아(주),사무보조·문서작성영업기획·관리·지원,"경력무관
고졸↑",서울 강남구,정규직 · 계약직
1179,신승회계법인 분사무소,회계·재무·세무·IR세무·회계·CPA,"1 ~ 5년
학력무관",서울 서초구,정규직
1180,나사산업안전(주),기계·기계설비전기·전자·제어 외,"신입 · 경력
고졸↑",대전 유성구,정규직
1181,(주)제노레이,서버·네트워크·보안ERP·시스템분석·설계 외,"3 ~ 6년
대학교(4년)↑",경기 성남시 중원구,정규직
1182,(주)뉴엔텍,응용프로그램개발하드웨어·소프트웨어 외,"신입 · 경력
대학(2,3년)↑",경기 수원시 영통구,정규직
1183,(주)대덕시스템,웹개발응용프로그램개발 외,"경력
학력무관",부산 남구,정규직
1184,씨피시스템㈜,설계·CAD·CAM연구소·R&D,"경력 3년↑
대학교(4년)↑",부산 기장군,정규직
1185,(주)온카드시스템,총무·법무·사무경리·출납·결산 외,"경력무관
대학(2,3년)↑",경기 부천시,정규직
1186,(주)씨21,일반영업,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직 · 계약직
1187,(주)브이콘,상품기획·MD,"경력 1년↑
학력무관",서울 성동구,정규직
1188,(주)온누리인터내셔널,해외영업·무역영업회계·재무·세무·IR 외,"경력무관
학력무관",서울 양천구,정규직 · 계약직
1189,올줌 오피스,외식·식음료,"경력무관
학력무관",서울 강서구,정규직 · 파트
1190,(주)자동차공학연구소,웹개발데이터베이스·DBA 외,"경력무관
대학(2,3년)↑",서울 성북구,정규직
1191,(주)에버리치오토,구매·자재·재고기술영업 외,"경력무관
고졸↑",서울 구로구,정규직
1192,(주)잘로지스,물류·유통·운송구매·자재·재고,"경력무관
학력무관",경기 이천시,정규직 · 계약직
1193,(주)중앙제이유엠피,총무·법무·사무경리·출납·결산 외,"경력무관
학력무관",서울 마포구,계약직 · 파견직
1194,(주)원더피플,서버·네트워크·보안응용프로그램개발 외,"경력무관
학력무관",서울 강남구,정규직
1195,(주)맨파워그룹코리아,해외영업·무역영업영업기획·관리·지원,"경력 2년↑
학력무관",서울 용산구,계약직 · 파견직
1196,(주)맨파워그룹코리아,총무·법무·사무사무보조·문서작성 외,"경력무관
대학(2,3년)↑",서울 동작구,계약직 · 파견직
1197,(주)오션스타모델에이전시,연예·엔터테인먼트,"경력무관
대학(2,3년)↑",서울 강남구,정규직
1198,보은정밀,기계·기계설비,"경력무관
학력무관",부산 사상구,정규직
1199,(주)비책,마케팅·광고·분석작가·시나리오 외,"신입 · 경력
학력무관",서울 강남구,정규직
1200,빅나리,컨텐츠·사이트운영,"경력무관
대학(2,3년)↑",서울 금천구,정규직
1201,(주)땡큐파머,마케팅·광고·분석,"경력 1년↑
대학(2,3년)↑",서울 금천구,정규직
1202,(주)코아시스,IT·솔루션영업고객센터·CS,"신입 · 경력
고졸↑",경북 구미시,정규직
1203,(주)베텍,전기·전자·제어응용프로그램개발 외,"신입 · 경력
학력무관",대전 유성구,정규직
1204,㈜화인매카트로닉스,기계·기계설비생산·제조·포장·조립,"경력무관
고졸↑",경기 성남시 중원구,정규직 · 계약직
1205,(주)삼구아이앤씨,중장비·화물기계·기계설비 외,"경력무관
학력무관",경남 창원시,계약직
1206,(주)SIMPAC 당진공장,생산·제조·포장·조립,"신입 · 경력
고졸↑",충남 당진시,정규직
1207,(주)엠트코,물류·유통·운송사무보조·문서작성,"경력무관
학력무관",부산 중구,정규직
1208,(주)지산비엠피,현장·시공·감리·공무,"경력무관
학력무관",경기 용인시 처인구,정규직 · 계약직
1209,더불어민주당대구광역시당,총무·법무·사무경리·출납·결산,"경력무관
고졸↑",대구 중구,계약직
1210,(주)영진사이언스,일반영업영업기획·관리·지원,"신입 · 경력
대학(2,3년)↑",대구 북구,정규직
1211,온누리씨앤피,기계·기계설비인쇄·출판·편집,"경력무관
고졸↑",서울 성동구,정규직
1212,이상범인테리어,건축·인테리어·설계,"신입 · 경력
학력무관",서울 송파구,정규직
1213,테라릭스(주),연구소·R&D,"경력 3년↑
대학교(4년)↑",전북 부안군,정규직
1214,(주)더페이지미디어,마케팅·광고·분석,"1 ~ 3년
대학(2,3년)↑",서울 강남구,계약직
1215,풍국면 시지점,요리·제빵사·영양사,"경력무관
고졸↑",대구 수성구,정규직
1216,(주)파이어프로코리아,전기·소방·통신·설비본사·관리·전산,"경력무관
대학(2,3년)↑",경기 부천시,정규직
1217,(주)에스티에이테스팅컨설팅,웹마스터·QA·테스터,"신입 · 경력
대학(2,3년)↑",서울 강남구,인턴직
1218,벤스킨케어코리아 유한회사,화학·에너지생산관리·품질관리,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직
1219,마스크상사,사무보조·문서작성,"경력 3년↑
고졸↑",전북 전주시 덕진구,정규직
1220,(주)키스템프,경리·출납·결산사무보조·문서작성 외,"신입 · 경력
학력무관",경기 성남시 분당구,계약직 · 파견직
1221,(주)서울아카데미,초중고·특수학교학원관리·운영·상담 외,"경력무관
대학교(4년)↑",서울 강남구,정규직 · 계약직
1222,㈜씽크론,응용프로그램개발시스템개발 외,"신입 · 경력
대학교(4년)↑",서울 구로구,정규직
1223,(주)제노레이,AS·서비스·수리일반영업 외,"신입 · 경력
대학(2,3년)↑",경기 성남시 중원구,정규직
1224,(주)아이포트폴리오,서버·네트워크·보안응용프로그램개발,"경력무관
학력무관",서울 중구,정규직 · 인턴직
1225,센시리온오토모티브솔루션즈코리아(주),인사·교육·노무,"경력 2년↑
대학(2,3년)↑",서울 구로구,계약직
1226,(주)카드밴넷,AS·서비스·수리일반영업 외,"신입 · 경력
고졸↑",서울 구로구,정규직
1227,(주)네오에이인터내셔날,상품기획·MD기획·전략·경영 외,"1 ~ 7년
대학교(4년)↑",서울 강남구,정규직
1228,(주)아이아이컴바인드,생산관리·품질관리설계·CAD·CAM 외,"경력무관
학력무관",서울 마포구,정규직
1229,부밀리앤파트너스(주),외국어·어학원,"경력무관
학력무관",대구 북구,정규직 · 파트
1230,하우스주택관리,고객센터·CS,"경력무관
고졸↑",대전 중구,정규직
1231,한국가상현실㈜,응용프로그램개발데이터베이스·DBA 외,"경력무관
대학(2,3년)↑",서울 송파구,정규직
1232,(주)스마트비전텍,응용프로그램개발하드웨어·소프트웨어 외,"신입 · 경력
대학교(4년)↑",서울 금천구,정규직
1233,(주)빅마인드그룹,물류·유통·운송,"경력무관
학력무관",서울 강서구,정규직
1234,(주)힘난다,웹기획·PM,"경력 3년↑
대학교(4년)↑",경기 성남시 수정구,정규직
1235,(주)에스디인터내셔날,상품기획·MD홍보·PR·사보 외,"경력 7년↑
대학(2,3년)↑",경기 광주시,정규직
1236,(주)데이터메이커,기획·전략·경영웹기획·PM 외,"경력무관
학력무관",대전 유성구,계약직
1237,(주)지원에듀,사무보조·문서작성입시·보습·속셈학원 외,"경력무관
학력무관",서울 양천구,정규직
1238,남동탄ECC어학원,학원관리·운영·상담외국어·어학원,"경력 5년↑
대학교(4년)↑",경기 성남시,정규직 · 전임
1239,신성약품(주),총무·법무·사무사무보조·문서작성 외,"경력무관
대학(2,3년)↑",경기 김포시,정규직
1240,스피치로그 (주),웹개발,"경력무관
대학교(4년)↑",서울 용산구,정규직
1241,(주)하나인텍,생산·제조·포장·조립,"경력무관
학력무관",충남 천안시 서북구,정규직
1242,(주)맨파워그룹코리아,사무보조·문서작성영업기획·관리·지원,"경력무관
대학(2,3년)↑",서울 중구,파견직
1243,주식회사 비모뉴먼트,웹디자인사진·포토그라퍼,"경력무관
학력무관",서울 마포구,정규직
1244,제이에이치러닝(주),유치원·보육외국어·어학원,"신입 · 경력
대학(2,3년)↑",충남 천안시 서북구,정규직
1245,(주)로스코,기계·기계설비설계·CAD·CAM,"신입 · 경력
대학(2,3년)↑",경기 용인시 기흥구,정규직
1246,(주)거산관광,총무·법무·사무경리·출납·결산 외,"경력무관
학력무관",인천 연수구,정규직
1247,(주)달달프렌즈,광고·시각디자인동영상·편집·코덱 외,"경력무관
대학(2,3년)↑",서울 구로구,정규직
1248,(주)세종스티로폼,금속·금형기계·기계설비 외,"경력무관
고졸↑",충북 청주시 청원구,정규직
1249,(주)비디씨아이피,총무·법무·사무경리·출납·결산 외,"신입 · 경력
대학교(4년)↑",서울 서초구,정규직 · 인턴직
1250,에스피소프트,웹개발,"3 ~ 10년
학력무관",경기 광명시,정규직
1251,(주)코지마안마의자총판,판매·매장관리,"경력무관
학력무관",세종 세종특별자치시,정규직
1252,(주)몽태랑인터내셔날,응용프로그램개발,"3 ~ 5년
대학(2,3년)↑",경기 하남시,정규직
1253,에이엔디전자저울,전기·전자·제어생산·제조·포장·조립,"경력무관
고졸↑",충북 진천군,정규직
1254,삼정인터내쇼날,섬유·의류·패션,"경력 3년↑
대학(2,3년)↑",서울 성동구,정규직
1255,맨파워코리아,판매·매장관리,"경력무관
학력무관",충남 천안시 동남구,계약직 · 파견직
1256,(주)씨쓰리디,응용프로그램개발데이터베이스·DBA,"신입
학력무관",부산 해운대구,인턴직
1257,(주)피스인더커피,판매·매장관리,"경력 5년↑
학력무관",서울 송파구,정규직
1258,(주)블리비네트워크,미용·피부관리·애견간호조무사 외,"신입 · 경력
고졸↑",울산 남구,정규직
1259,주식회사 셀러베이,컨텐츠·사이트운영,"경력무관
학력무관",광주 광산구,정규직 · 계약직
1260,리연컴퍼니,마케팅·광고·분석,"경력무관
학력무관",서울 금천구,정규직
1261,테크원모터스(주),AS·서비스·수리,"경력무관
학력무관",경기 가평군,정규직
1262,주식회사 휴제이모스트,생산·제조·포장·조립,"경력무관
학력무관",충남 천안시 서북구,정규직
1263,(주)냅스터,총무·법무·사무경리·출납·결산,"1 ~ 5년
대학교(4년)↑",서울 광진구,정규직
1264,(주)키아나엔터테인먼트,연예·엔터테인먼트,"경력무관
대학(2,3년)↑",서울 강남구,정규직
1265,(주) 삼안에듀 장유팬그램어학원,외국어·어학원,"경력무관
대학(2,3년)↑",경남 김해시,정규직
1266,에이브이오카본코리아(주),금속·금형기계·기계설비,"신입 · 경력
대학교(4년)↑",대구 달성군,정규직
1267,(주)지원알엔티,물류·유통·운송구매·자재·재고 외,"경력 1년↑
고졸↑",서울 강북구,정규직 · 계약직
1268,닥터노아,생산관리·품질관리,"신입 · 경력
고졸↑",서울 구로구,정규직
1269,(주)제일메디칼코퍼레이션,총무·법무·사무생산·제조·포장·조립 외,"경력무관
대학교(4년)↑",서울 구로구,정규직
1270,(주)부흥글로벌식품,생산관리·품질관리생산·제조·포장·조립,"경력무관
학력무관",부산 강서구,정규직
1271,커스텀성형외과,사무·원무·코디,"경력무관
학력무관",서울 서초구,정규직
1272,(주)퍼스트인코리아,생산관리·품질관리생산·제조·포장·조립,"경력무관
학력무관",부산전체,정규직
1273,(주)해시즈,컨텐츠·사이트운영광고·카피·CF 외,"경력무관
학력무관",서울 구로구,정규직 · 계약직
1274,(주)지아이비코리아,하드웨어·소프트웨어,"신입 · 경력
고졸↑",경기 안양시 동안구,정규직
1275,(주)미래엔에듀케어,유치원·보육입시·보습·속셈학원,"경력무관
대학(2,3년)↑",서울 광진구,정규직
1276,릿잇타미,요리·제빵사·영양사,"경력무관
대학(2,3년)↑",서울 서초구,정규직
1277,(주)컬러풀차일드,의류·패션·잡화디자인컨텐츠·사이트운영 외,"신입 · 경력
대학(2,3년)↑",서울 구로구,정규직
1278,태림포장(주)마산공장,물류·유통·운송기계·기계설비 외,"경력무관
학력무관",경남 함안군,정규직
1279,(주)에스텍플러스,물류·유통·운송생산관리·품질관리 외,"경력무관
학력무관",서울 구로구,정규직 · 계약직
1280,(주)시사포뮬라,마케팅·광고·분석,"경력무관
학력무관",경기 김포시,정규직
1281,선우유통,물류·유통·운송경리·출납·결산 외,"신입 · 경력
고졸↑",서울 강서구,정규직 · 계약직
1282,(주)에이치에스인터내셔널,물류·유통·운송,"경력무관
고졸↑",경기 의정부시,정규직
1283,(주)한국상사,물류·유통·운송납품·배송·택배,"경력무관
학력무관",경기 수원시 장안구,정규직
1284,주식회사 태화솔루션,기계·기계설비생산관리·품질관리 외,"경력무관
고졸↑",충남 천안시 서북구,정규직
1285,(주)대교씨엔에스,웹개발응용프로그램개발 외,"1 ~ 8년
대학(2,3년)↑",서울 관악구,정규직
1286,(유)한국타코닉,생산·제조·포장·조립,"신입
고졸↑",충남 천안시 서북구,정규직
1287,(주)지엘티라이프사이언스,영업기획·관리·지원,"경력무관
대학교(4년)↑",경기 화성시,정규직
1288,(주)올먼트,그래픽디자인·CG제품·산업디자인 외,"경력무관
학력무관",경기 시흥시,인턴직
1289,(주)토도리브로,그래픽디자인·CG제품·산업디자인 외,"경력 2년↑
대학(2,3년)↑",인천 계양구,정규직
1290,(주)지앤지,화학·에너지생산·제조·포장·조립,"경력무관
고졸↑",경기 화성시,정규직
1291,세무사정경식사무소,회계·재무·세무·IR,"1 ~ 20년
학력무관",서울 영등포구,정규직
1292,오쎄,외식·식음료,"경력무관
학력무관",서울 서초구,정규직
1293,(주)씨앤씨코리아,사무보조·문서작성회계·재무·세무·IR,"경력무관
고졸↑",경기 파주시,정규직
1294,청수한의원,간호조무사,"신입 · 경력
고졸↑",대구 수성구,정규직
1295,(주)아아컴퍼니,상품기획·MD컨텐츠·사이트운영,"경력 1년↑
대학(2,3년)↑",경기 안산시 단원구,계약직
1296,(주)해온커뮤니티,홍보·PR·사보마케팅·광고·분석 외,"신입 · 경력
학력무관",서울 영등포구,정규직
1297,(주)린드너코리아,기계·기계설비전기·소방·통신·설비 외,"경력무관
고졸↑",서울 서초구,정규직
1298,영꿈정철어학원/(주)에듀인,초중고·특수학교입시·보습·속셈학원 외,"경력무관
대학(2,3년)↑",충북 청주시 청원구,정규직 · 교육생
1299,(주)패스트뷰,광고·카피·CF방송연출·PD·감독,"3 ~ 5년
대학(2,3년)↑",서울 강남구,정규직 · 계약직
1300,(주)에이그리드,그래픽디자인·CG동영상·편집·코덱 외,"신입 · 경력
대학(2,3년)↑",서울 성동구,정규직
1301,(주)키친앤리빙,고객센터·CS,"경력무관
학력무관",인천 부평구,계약직
1302,하나카드(주),인공지능(AI)·빅데이터,"3 ~ 8년
대학교(4년)↑",서울 중구,계약직
1303,(주)키스템프,총무·법무·사무현장·시공·감리·공무,"신입 · 경력
대학(2,3년)↑",서울 강서구,정규직
1304,(주)이노앤엠,사무보조·문서작성마케팅·광고·분석 외,"신입 · 경력
고졸↑",서울 강남구,정규직
1305,국어울림학원,입시·보습·속셈학원,"경력무관
대학교(4년)↑",서울 송파구,프리랜서
1306,의료법인 HJ매그놀리아의료재단,간호사의료기사,"2 ~ 7년
대학(2,3년)↑",경기 가평군,정규직 · 계약직
1307,이케이맨파워(주),웹기획·PM웹개발 외,"3 ~ 10년
대학(2,3년)↑",서울 강남구,정규직
1308,대양에이젠시,물류·유통·운송해외영업·무역영업,"경력무관
대학교(4년)↑",서울 종로구,정규직
1309,CLS어학원,외국어·어학원,"경력무관
대학(2,3년)↑",경기 오산시,정규직 · 파트
1310,(주)에스텍플러스,물류·유통·운송생산·제조·포장·조립,"경력무관
학력무관",경기 파주시,정규직
1311,모스트아이티,AS·서비스·수리,"경력무관
고졸↑",서울 마포구,정규직
1312,(주)토마스앤앰코,마케팅·광고·분석,"신입 · 경력
대학(2,3년)↑",서울 서초구,정규직
1313,(주)엔엠에스컨설팅,전기·전자·제어반도체·디스플레이·LCD 외,"경력무관
고졸↑",경기 안산시 단원구,정규직
1314,우상건설(주),토목·조경·도시·측량안전·품질·검사·관리,"경력무관
고졸↑",서울 송파구,정규직
1315,(주)코아맥스테크놀로지,서버·네트워크·보안연구소·R&D,"경력무관
대학(2,3년)↑",서울 금천구,정규직
1316,(주)에스큐테크,AS·서비스·수리기계·기계설비,"신입 · 경력
대학(2,3년)↑",인천 부평구,정규직
1317,애크미플러스영어학원,외국어·어학원,"경력무관
대학교(4년)↑",경기 용인시 수지구,정규직
1318,엔비스아나(주),응용프로그램개발하드웨어·소프트웨어,"신입 · 경력
대학(2,3년)↑",경기 용인시 기흥구,정규직
1319,제이에이치러닝(주),유치원·보육외국어·어학원,"신입 · 경력
대학(2,3년)↑",충남 천안시 서북구,정규직
1320,테라릭스(주),연구소·R&D,"경력 3년↑
대학교(4년)↑",전북 부안군,정규직
1321,(주)웨트러스트,제품·산업디자인웹디자인,"3 ~ 10년
대학교(4년)↑",경기 성남시 분당구,정규직
1322,(주)씨아이씨로지스,물류·유통·운송,"신입 · 경력
학력무관",인천 중구,정규직
1323,(주)온누리커뮤니케이션,마케팅·광고·분석컨텐츠·사이트운영,"경력무관
학력무관",서울 양천구,정규직
1324,긴자료코 마곡점,요리·제빵사·영양사,"경력무관
학력무관",서울 강서구,정규직
1325,88그라운드,제품·산업디자인전시·공간디자인,"신입
학력무관",서울 강남구,정규직
1326,(주)삼구아이앤씨,물류·유통·운송,"경력무관
고졸↑",충북 음성군,정규직 · 계약직
1327,럭스팩,컨텐츠·사이트운영웹디자인 외,"경력무관
대학(2,3년)↑",경기 성남시 수정구,정규직
1328,(주)넥스트아이,전기·전자·제어응용프로그램개발 외,"신입 · 경력
대학(2,3년)↑",경기 안양시,정규직
1329,(주)다림개발,중장비·화물호텔·카지노·콘도 외,"신입 · 경력
고졸↑",경기 안성시,정규직
1330,한샘리하우스 보네르대리점,건축·인테리어·설계,"경력무관
대학(2,3년)↑",경기 수원시 영통구,정규직
1331,(주)파이어프로코리아,전기·소방·통신·설비본사·관리·전산,"경력무관
대학(2,3년)↑",경기 부천시,정규직
1332,세무법인 스타택스,세무·회계·CPA,"경력 4년↑
대학(2,3년)↑",서울 성동구,정규직
1333,재마니김밥,외식·식음료,"경력무관
학력무관",부산 해운대구,정규직
1334,에이치에스비코퍼레이션,웹개발,"경력 3년↑
학력무관",서울 강남구,계약직
1335,리연컴퍼니,마케팅·광고·분석,"경력무관
학력무관",서울 금천구,정규직
1336,세무회계다솔서서울점,회계·재무·세무·IR세무·회계·CPA,"5 ~ 11년
고졸↑",서울 마포구,정규직
1337,(주)큐브인테리어,마케팅·광고·분석전시·공간디자인 외,"경력 1년↑
학력무관",인천 연수구,정규직
1338,프리미엄수학학원,입시·보습·속셈학원학원관리·운영·상담 외,"경력무관
대학(2,3년)↑",부산 사하구,정규직
